Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
M F,RUNNING,05-04-2017,10:51:40,01:00:15,15.09,149,15.0,21.9,04:00,02:44,762,35,92,,77,136,21,20,,176.0,62.0,190,45,64,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:00:36,136,15.1,03:58,92,77,,164.90,28.4,,
,00:00:37,136,15.1,03:58,93,77,,169.10,28.3,,
,00:00:38,136,15.2,03:57,93,77,,173.00,28.2,,
,00:00:39,137,15.3,03:55,93,77,,177.10,28.1,,
,00:00:40,137,15.4,03:54,93,77,,181.30,28.1,,
,00:00:41,137,15.6,03:51,93,77,,185.90,28.0,,
,00:00:42,138,15.8,03:48,93,77,,190.60,28.1,,
,00:00:43,138,15.9,03:46,93,77,,195.30,28.0,,
,00:00:44,138,16.0,03:45,93,77,,200.20,28.0,,
,00:00:45,139,16.1,03:44,92,77,,205.10,27.9,,
,00:00:46,139,16.2,03:42,91,77,,210.00,27.8,,
,00:00:47,139,16.3,03:41,92,77,,214.90,27.8,,
,00:00:48,139,16.3,03:41,93,77,,219.70,27.7,,
,00:00:49,139,16.2,03:42,93,77,,224.40,27.8,,
,00:00:50,139,16.2,03:42,93,77,,228.70,27.6,,
,00:00:51,140,16.1,03:44,93,77,,233.10,27.6,,
,00:00:52,140,16.1,03:44,93,77,,237.40,27.5,,
,00:00:53,140,16.1,03:44,93,77,,241.60,27.5,,
,00:00:54,140,16.1,03:44,93,77,,246.00,27.5,,
,00:00:55,140,16.1,03:44,92,77,,250.40,27.5,,
,00:00:56,140,16.2,03:42,91,77,,254.70,27.4,,
,00:00:57,140,16.2,03:42,92,77,,259.30,27.4,,
,00:00:58,140,16.2,03:42,91,77,,263.80,27.4,,
,00:00:59,140,16.1,03:44,91,77,,268.40,27.3,,
,00:01:00,140,16.1,03:44,91,77,,272.60,27.3,,
,00:01:01,140,16.0,03:45,92,77,,276.80,27.3,,
,00:01:02,140,16.0,03:45,93,77,,280.90,27.1,,
,00:01:03,141,15.9,03:46,93,77,,285.00,27.1,,
,00:01:04,141,15.9,03:46,93,77,,289.10,27.2,,
,00:01:05,141,15.9,03:46,93,77,,293.10,27.1,,
,00:01:06,141,15.8,03:48,93,77,,297.10,27.0,,
,00:01:07,141,15.8,03:48,93,77,,301.30,27.0,,
,00:01:08,141,15.8,03:48,93,77,,305.40,27.0,,
,00:01:09,142,15.7,03:49,93,77,,309.70,27.0,,
,00:01:10,142,15.7,03:49,92,77,,314.00,26.9,,
,00:01:11,142,15.6,03:51,93,77,,318.30,26.9,,
,00:01:12,143,15.6,03:51,93,77,,322.30,26.8,,
,00:01:13,143,15.5,03:52,93,77,,326.10,26.8,,
,00:01:14,143,15.4,03:54,93,77,,329.90,26.8,,
,00:01:15,143,15.3,03:55,93,77,,333.60,26.8,,
,00:01:16,143,15.0,04:00,93,77,,337.00,26.6,,
,00:01:17,143,14.7,04:05,93,77,,340.40,26.5,,
,00:01:18,143,14.5,04:08,92,77,,343.60,26.6,,
,00:01:19,143,14.3,04:12,92,77,,346.80,26.5,,
,00:01:20,143,13.8,04:21,93,78,,350.00,26.5,,
,00:01:21,144,13.5,04:27,93,78,,353.20,26.5,,
,00:01:22,144,13.4,04:29,93,78,,356.70,26.5,,
,00:01:23,144,13.4,04:29,93,78,,360.00,26.5,,
,00:01:24,144,13.4,04:29,93,78,,363.50,26.4,,
,00:01:25,144,13.4,04:29,93,78,,367.20,26.4,,
,00:01:26,144,13.4,04:29,93,77,,371.20,26.4,,
,00:01:27,144,13.4,04:29,93,77,,375.20,26.4,,
,00:01:28,144,13.3,04:31,93,77,,378.90,26.2,,
,00:01:29,144,13.3,04:31,92,77,,382.50,26.1,,
,00:01:30,144,13.2,04:33,91,77,,386.00,26.3,,
,00:01:31,144,13.2,04:33,92,77,,389.50,26.1,,
,00:01:32,144,13.2,04:33,93,77,,393.20,26.0,,
,00:01:33,144,13.2,04:33,92,77,,396.90,26.1,,
,00:01:34,144,13.2,04:33,91,77,,400.50,26.0,,
,00:01:35,144,13.3,04:31,92,77,,404.10,26.0,,
,00:01:36,144,13.3,04:31,93,77,,408.10,26.0,,
,00:01:37,144,13.4,04:29,93,77,,412.10,25.9,,
,00:01:38,144,13.4,04:29,93,77,,416.50,25.9,,
,00:01:39,144,13.4,04:29,93,77,,420.60,25.9,,
,00:01:40,144,13.4,04:29,93,77,,424.50,25.8,,
,00:01:41,144,13.4,04:29,93,77,,428.20,25.9,,
,00:01:42,144,13.4,04:29,93,77,,432.00,25.8,,
,00:01:43,144,13.4,04:29,93,77,,435.80,25.8,,
,00:01:44,144,13.5,04:27,93,77,,439.60,25.6,,
,00:01:45,144,13.6,04:25,93,77,,443.40,25.6,,
,00:01:46,144,13.7,04:23,93,77,,447.60,25.6,,
,00:01:47,144,13.8,04:21,93,77,,451.90,25.6,,
,00:01:48,144,13.9,04:19,93,77,,456.30,25.6,,
,00:01:49,144,13.9,04:19,93,77,,461.00,25.6,,
,00:01:50,144,14.0,04:17,93,77,,465.20,25.5,,
,00:01:51,144,14.0,04:17,93,77,,469.60,25.5,,
,00:01:52,143,13.9,04:19,93,77,,473.60,25.5,,
,00:01:53,143,13.9,04:19,93,77,,477.40,25.5,,
,00:01:54,143,13.8,04:21,93,78,,481.00,25.5,,
,00:01:55,143,13.8,04:21,93,78,,484.30,25.3,,
,00:01:56,143,13.8,04:21,93,78,,487.70,25.4,,
,00:01:57,143,13.8,04:21,93,78,,491.20,25.3,,
,00:01:58,143,13.8,04:21,93,78,,494.60,25.3,,
,00:01:59,143,13.8,04:21,93,78,,498.60,25.3,,
,00:02:00,144,13.9,04:19,93,77,,502.50,25.3,,
,00:02:01,143,13.9,04:19,93,77,,506.70,25.2,,
,00:02:02,144,13.8,04:21,93,77,,510.50,25.1,,
,00:02:03,144,13.8,04:21,93,77,,514.10,25.1,,
,00:02:04,144,13.7,04:23,93,77,,517.70,25.1,,
,00:02:05,144,13.6,04:25,93,77,,521.10,25.0,,
,00:02:06,144,13.6,04:25,93,77,,524.40,25.0,,
,00:02:07,144,13.5,04:27,93,77,,527.90,25.0,,
,00:02:08,144,13.4,04:29,93,77,,531.00,24.9,,
,00:02:09,144,13.3,04:31,93,77,,534.10,24.9,,
,00:02:10,144,13.2,04:33,93,77,,537.10,24.9,,
,00:02:11,144,13.1,04:35,93,77,,540.20,24.9,,
,00:02:12,144,13.1,04:35,93,77,,543.70,24.9,,
,00:02:13,144,13.2,04:33,93,77,,547.50,24.9,,
,00:02:14,144,13.3,04:31,93,77,,551.30,24.8,,
,00:02:15,144,13.6,04:25,93,77,,555.40,24.8,,
,00:02:16,144,13.8,04:21,93,77,,559.60,24.7,,
,00:02:17,144,14.1,04:15,93,77,,564.10,24.8,,
,00:02:18,144,14.4,04:10,93,77,,569.10,24.7,,
,00:02:19,144,14.6,04:07,93,77,,574.10,24.6,,
,00:02:20,144,14.8,04:03,93,77,,579.10,24.6,,
,00:02:21,144,14.9,04:02,93,77,,584.20,24.6,,
,00:02:22,144,15.4,03:54,93,77,,589.20,24.5,,
,00:02:23,144,15.5,03:52,93,77,,594.00,24.5,,
,00:02:24,144,15.6,03:51,93,77,,598.70,24.5,,
,00:02:25,144,15.7,03:49,91,77,,603.30,24.4,,
,00:02:26,144,15.8,03:48,91,77,,608.00,24.4,,
,00:02:27,144,15.8,03:48,91,77,,612.30,24.4,,
,00:02:28,144,15.8,03:48,91,77,,616.70,24.4,,
,00:02:29,144,15.8,03:48,91,77,,621.00,24.4,,
,00:02:30,144,15.7,03:49,93,77,,625.10,24.4,,
,00:02:31,144,15.6,03:51,93,77,,629.20,24.3,,
,00:02:32,144,15.6,03:51,93,77,,633.50,24.3,,
,00:02:33,144,15.6,03:51,93,77,,637.70,24.3,,
,00:02:34,144,15.5,03:52,93,77,,641.70,24.1,,
,00:02:35,145,15.5,03:52,93,77,,645.70,24.2,,
,00:02:36,145,15.5,03:52,93,77,,649.60,24.3,,
,00:02:37,145,15.5,03:52,93,77,,653.60,24.0,,
,00:02:38,145,15.5,03:52,93,77,,657.90,24.1,,
,00:02:39,145,15.5,03:52,93,77,,662.40,24.0,,
,00:02:40,145,15.6,03:51,93,77,,666.90,24.0,,
,00:02:41,146,15.6,03:51,93,77,,671.60,24.0,,
,00:02:42,146,15.8,03:48,93,77,,676.20,24.0,,
,00:02:43,146,15.9,03:46,93,77,,681.00,24.0,,
,00:02:44,146,16.0,03:45,93,77,,685.90,24.0,,
,00:02:45,146,16.3,03:41,93,77,,691.00,24.0,,
,00:02:46,146,16.5,03:38,93,77,,695.90,24.0,,
,00:02:47,146,16.7,03:36,93,77,,700.90,23.9,,
,00:02:48,146,17.0,03:32,93,77,,706.10,23.8,,
,00:02:49,146,17.3,03:28,93,77,,711.40,23.8,,
,00:02:50,146,18.0,03:20,93,77,,716.80,23.8,,
,00:02:51,146,18.5,03:15,93,77,,722.30,23.9,,
,00:02:52,146,18.8,03:11,93,77,,727.80,23.8,,
,00:02:53,146,19.1,03:08,93,77,,733.50,23.8,,
,00:02:54,146,19.2,03:08,93,77,,739.10,23.8,,
,00:02:55,145,19.3,03:07,93,77,,744.80,23.7,,
,00:02:56,145,19.1,03:08,93,77,,750.40,23.6,,
,00:02:57,145,18.9,03:10,93,77,,755.90,23.6,,
,00:02:58,145,18.8,03:11,93,77,,761.00,23.5,,
,00:02:59,145,18.6,03:14,93,77,,766.20,23.6,,
,00:03:00,145,18.5,03:15,93,77,,771.40,23.6,,
,00:03:01,145,18.4,03:16,93,77,,776.40,23.5,,
,00:03:02,145,18.1,03:19,93,77,,781.40,23.4,,
,00:03:03,145,17.8,03:22,91,77,,786.40,23.5,,
,00:03:04,145,17.4,03:27,92,77,,791.00,23.5,,
,00:03:05,145,16.7,03:36,91,77,,795.60,23.4,,
,00:03:06,144,16.0,03:45,92,77,,799.90,23.4,,
,00:03:07,144,15.4,03:54,91,77,,803.80,23.4,,
,00:03:08,144,14.9,04:02,92,77,,807.60,23.5,,
,00:03:09,144,14.5,04:08,93,77,,811.20,23.4,,
,00:03:10,144,14.5,04:08,93,77,,814.80,23.3,,
,00:03:11,145,14.7,04:05,93,77,,818.50,23.3,,
,00:03:12,145,14.9,04:02,93,77,,822.20,23.2,,
,00:03:13,145,15.2,03:57,93,77,,826.30,23.3,,
,00:03:14,145,15.6,03:51,93,77,,830.20,23.2,,
,00:03:15,145,15.9,03:46,93,77,,834.60,23.2,,
,00:03:16,145,16.2,03:42,93,77,,839.40,23.2,,
,00:03:17,146,16.5,03:38,93,77,,844.30,23.1,,
,00:03:18,146,16.7,03:36,93,77,,849.30,23.1,,
,00:03:19,146,16.7,03:36,93,77,,854.30,23.1,,
,00:03:20,146,16.7,03:36,93,77,,859.20,23.0,,
,00:03:21,146,16.8,03:34,93,77,,864.00,23.1,,
,00:03:22,147,16.8,03:34,93,77,,868.90,23.1,,
,00:03:23,147,16.8,03:34,93,77,,874.00,23.0,,
,00:03:24,147,16.8,03:34,93,77,,878.70,23.0,,
,00:03:25,147,16.8,03:34,93,77,,883.30,23.0,,
,00:03:26,147,16.7,03:36,93,77,,888.00,23.0,,
,00:03:27,146,16.6,03:37,93,77,,892.30,22.9,,
,00:03:28,146,16.6,03:37,93,77,,896.60,22.9,,
,00:03:29,146,16.5,03:38,93,77,,901.10,22.9,,
,00:03:30,146,16.3,03:41,93,77,,905.40,22.9,,
,00:03:31,146,16.1,03:44,93,77,,909.60,22.9,,
,00:03:32,145,15.8,03:48,93,77,,913.10,22.9,,
,00:03:33,145,15.2,03:57,93,77,,916.90,22.9,,
,00:03:34,146,14.7,04:05,92,77,,920.40,22.8,,
,00:03:35,146,14.4,04:10,91,77,,924.00,22.8,,
,00:03:36,146,14.3,04:12,91,77,,927.40,22.8,,
,00:03:37,146,14.3,04:12,91,77,,931.30,22.8,,
,00:03:38,146,14.3,04:12,91,77,,935.00,22.7,,
,00:03:39,145,14.4,04:10,91,77,,938.70,22.8,,
,00:03:40,145,14.4,04:10,92,77,,942.50,22.6,,
,00:03:41,145,14.4,04:10,93,77,,946.60,22.6,,
,00:03:42,145,14.5,04:08,93,77,,950.90,22.7,,
,00:03:43,144,14.6,04:07,93,77,,955.40,22.6,,
,00:03:44,144,14.7,04:05,93,77,,959.70,22.6,,
,00:03:45,145,14.9,04:02,93,77,,964.20,22.6,,
,00:03:46,145,15.1,03:58,95,77,,968.70,22.5,,
,00:03:47,145,15.5,03:52,95,77,,973.40,22.5,,
,00:03:48,146,15.9,03:46,94,77,,978.20,22.5,,
,00:03:49,146,16.3,03:41,94,77,,983.00,22.5,,
,00:03:50,147,16.6,03:37,94,77,,988.10,22.5,,
,00:03:51,147,16.8,03:34,94,77,,993.30,22.4,,
,00:03:52,147,16.9,03:33,94,77,,998.40,22.5,,
,00:03:53,147,16.8,03:34,94,77,,1003.20,22.4,,
,00:03:54,148,16.7,03:36,91,77,,1007.50,22.4,,
,00:03:55,147,16.6,03:37,91,77,,1012.00,22.3,,
,00:03:56,148,16.6,03:37,91,77,,1016.70,22.3,,
,00:03:57,148,16.6,03:37,91,77,,1021.10,22.2,,
,00:03:58,148,16.7,03:36,91,77,,1025.90,22.3,,
,00:03:59,148,16.6,03:37,92,77,,1030.30,22.3,,
,00:04:00,148,16.6,03:37,91,77,,1034.60,22.4,,
,00:04:01,148,16.6,03:37,91,77,,1038.70,22.3,,
,00:04:02,148,16.6,03:37,91,77,,1043.40,22.3,,
,00:04:03,147,16.6,03:37,91,77,,1048.30,22.2,,
,00:04:04,147,16.6,03:37,92,77,,1053.20,22.3,,
,00:04:05,147,16.6,03:37,93,77,,1057.80,22.2,,
,00:04:06,147,16.7,03:36,93,77,,1062.50,22.2,,
,00:04:07,147,16.8,03:34,93,77,,1067.00,22.2,,
,00:04:08,147,16.9,03:33,93,77,,1072.20,22.2,,
,00:04:09,147,18.3,03:17,93,77,,1077.60,22.2,,
,00:04:10,147,19.2,03:08,93,77,,1083.68,22.1,,
,00:04:11,147,19.5,03:05,93,77,,1089.70,22.1,,
,00:04:12,147,19.7,03:03,93,77,,1095.40,22.1,,
,00:04:13,147,19.7,03:03,93,76,,1101.10,22.1,,
,00:04:14,147,19.7,03:03,92,76,,1107.10,22.0,,
,00:04:15,147,19.4,03:06,93,76,,1112.80,22.1,,
,00:04:16,147,19.1,03:08,93,76,,1118.50,22.1,,
,00:04:17,147,18.7,03:13,93,76,,1123.80,22.0,,
,00:04:18,147,18.3,03:17,93,76,,1128.90,22.0,,
,00:04:19,147,18.0,03:20,93,76,,1133.60,22.0,,
,00:04:20,147,17.8,03:22,93,76,,1138.30,22.0,,
,00:04:21,147,17.5,03:26,93,76,,1143.00,22.0,,
,00:04:22,147,17.4,03:27,93,76,,1147.60,21.9,,
,00:04:23,147,17.4,03:27,93,76,,1152.20,21.9,,
,00:04:24,147,17.4,03:27,93,76,,1156.70,21.9,,
,00:04:25,147,17.3,03:28,93,76,,1161.40,21.8,,
,00:04:26,146,17.0,03:32,93,76,,1166.10,21.9,,
,00:04:27,146,16.8,03:34,93,76,,1170.50,21.8,,
,00:04:28,147,16.6,03:37,93,76,,1174.90,21.7,,
,00:04:29,147,16.2,03:42,92,76,,1179.40,21.6,,
,00:04:30,147,16.1,03:44,93,76,,1183.80,21.8,,
,00:04:31,147,16.0,03:45,93,76,,1187.90,21.8,,
,00:04:32,147,15.7,03:49,93,76,,1192.30,21.6,,
,00:04:33,147,15.6,03:51,93,76,,1196.30,21.6,,
,00:04:34,147,15.4,03:54,93,76,,1200.20,21.6,,
,00:04:35,147,15.2,03:57,93,76,,1204.00,21.6,,
,00:04:36,147,15.1,03:58,93,76,,1207.60,21.6,,
,00:04:37,146,14.7,04:05,92,76,,1211.40,21.5,,
,00:04:38,147,14.6,04:07,92,76,,1215.10,21.5,,
,00:04:39,147,14.6,04:07,93,76,,1218.80,21.6,,
,00:04:40,146,14.6,04:07,93,76,,1222.90,21.5,,
,00:04:41,147,14.6,04:07,93,76,,1226.80,21.5,,
,00:04:42,146,14.5,04:08,93,76,,1230.50,21.5,,
,00:04:43,147,14.3,04:12,93,76,,1234.40,21.5,,
,00:04:44,147,14.1,04:15,92,76,,1237.70,21.5,,
,00:04:45,146,13.9,04:19,92,76,,1240.70,21.5,,
,00:04:46,146,13.8,04:21,93,76,,1243.30,21.5,,
,00:04:47,146,13.8,04:21,93,76,,1246.40,21.5,,
,00:04:48,146,13.9,04:19,93,76,,1249.90,21.4,,
,00:04:49,146,14.1,04:15,93,76,,1253.40,21.5,,
,00:04:50,146,14.4,04:10,92,76,,1256.80,21.4,,
,00:04:51,146,16.3,03:41,93,76,,1260.80,21.4,,
,00:04:52,146,16.5,03:38,93,76,,1266.10,21.3,,
,00:04:53,146,16.5,03:38,92,76,,1271.80,21.4,,
,00:04:54,146,16.5,03:38,92,76,,1277.60,21.1,,
,00:04:55,146,16.4,03:40,92,76,,1282.70,21.3,,
,00:04:56,145,16.4,03:40,92,76,,1287.50,21.3,,
,00:04:57,145,16.5,03:38,91,76,,1292.20,21.3,,
,00:04:58,145,16.6,03:37,91,76,,1296.70,21.3,,
,00:04:59,145,16.7,03:36,91,76,,1301.50,21.3,,
,00:05:00,145,16.9,03:33,91,76,,1306.00,21.3,,
,00:05:01,145,17.0,03:32,91,76,,1310.70,21.3,,
,00:05:02,145,17.0,03:32,92,76,,1315.60,21.2,,
,00:05:03,145,17.0,03:32,92,76,,1320.40,21.2,,
,00:05:04,145,16.8,03:34,91,76,,1325.20,21.3,,
,00:05:05,146,16.6,03:37,91,75,,1329.70,21.2,,
,00:05:06,146,16.4,03:40,92,75,,1334.20,21.1,,
,00:05:07,146,16.2,03:42,93,75,,1338.70,21.1,,
,00:05:08,146,16.2,03:42,93,75,,1343.00,21.2,,
,00:05:09,146,16.1,03:44,93,75,,1347.30,21.1,,
,00:05:10,146,16.2,03:42,93,75,,1351.70,21.1,,
,00:05:11,146,16.2,03:42,93,75,,1355.90,21.1,,
,00:05:12,146,16.3,03:41,93,75,,1360.40,21.1,,
,00:05:13,145,16.5,03:38,93,75,,1364.90,21.1,,
,00:05:14,146,16.5,03:38,93,75,,1369.80,21.1,,
,00:05:15,145,16.6,03:37,93,75,,1374.60,21.0,,
,00:05:16,145,16.5,03:38,93,75,,1379.20,21.1,,
,00:05:17,146,16.4,03:40,93,74,,1383.80,21.0,,
,00:05:18,146,16.3,03:41,93,74,,1388.40,21.0,,
,00:05:19,146,16.1,03:44,93,74,,1392.60,21.0,,
,00:05:20,146,16.0,03:45,93,74,,1396.80,21.0,,
,00:05:21,146,15.9,03:46,93,74,,1401.10,21.0,,
,00:05:22,145,15.8,03:48,93,74,,1405.20,21.0,,
,00:05:23,146,15.7,03:49,93,74,,1409.30,21.1,,
,00:05:24,145,15.7,03:49,93,74,,1413.20,21.0,,
,00:05:25,146,15.6,03:51,92,74,,1417.30,21.0,,
,00:05:26,146,15.6,03:51,93,74,,1421.50,21.0,,
,00:05:27,146,15.7,03:49,93,74,,1426.00,21.0,,
,00:05:28,146,15.7,03:49,93,74,,1430.20,21.0,,
,00:05:29,146,15.7,03:49,93,74,,1434.80,21.0,,
,00:05:30,146,15.7,03:49,93,74,,1439.30,21.0,,
,00:05:31,147,15.7,03:49,93,74,,1443.60,20.9,,
,00:05:32,147,15.6,03:51,93,74,,1447.90,21.0,,
,00:05:33,146,15.4,03:54,93,74,,1452.10,21.0,,
,00:05:34,147,15.2,03:57,93,74,,1456.20,20.9,,
,00:05:35,147,15.0,04:00,93,74,,1460.00,20.9,,
,00:05:36,147,14.8,04:03,93,74,,1463.40,20.9,,
,00:05:37,147,14.7,04:05,93,74,,1467.40,20.9,,
,00:05:38,147,14.7,04:05,93,74,,1471.00,20.9,,
,00:05:39,148,14.7,04:05,93,75,,1474.90,20.9,,
,00:05:40,148,14.6,04:07,93,75,,1478.80,20.9,,
,00:05:41,148,14.6,04:07,93,75,,1482.30,20.8,,
,00:05:42,148,14.5,04:08,93,75,,1486.10,20.9,,
,00:05:43,147,14.5,04:08,93,75,,1489.90,20.8,,
,00:05:44,147,14.4,04:10,93,75,,1493.80,20.8,,
,00:05:45,147,14.3,04:12,93,75,,1497.60,20.9,,
,00:05:46,146,14.3,04:12,93,75,,1501.10,20.8,,
,00:05:47,146,14.3,04:12,93,75,,1504.60,20.8,,
,00:05:48,147,14.3,04:12,93,75,,1508.20,20.8,,
,00:05:49,147,14.3,04:12,93,75,,1512.00,20.7,,
,00:05:50,147,14.4,04:10,93,75,,1516.10,20.8,,
,00:05:51,147,14.5,04:08,93,75,,1520.50,20.8,,
,00:05:52,147,14.5,04:08,93,75,,1525.20,20.7,,
,00:05:53,148,14.6,04:07,93,75,,1529.90,20.8,,
,00:05:54,148,14.7,04:05,93,75,,1534.60,20.8,,
,00:05:55,148,14.9,04:02,93,75,,1539.50,20.7,,
,00:05:56,148,15.1,03:58,93,75,,1544.50,20.7,,
,00:05:57,148,15.2,03:57,93,75,,1549.20,20.7,,
,00:05:58,149,15.4,03:54,92,75,,1553.80,20.7,,
,00:05:59,148,15.5,03:52,93,75,,1558.60,20.7,,
,00:06:00,149,15.6,03:51,93,75,,1563.00,20.8,,
,00:06:01,149,15.7,03:49,93,75,,1567.40,20.7,,
,00:06:02,149,15.8,03:48,93,75,,1571.90,20.7,,
,00:06:03,149,15.8,03:48,93,75,,1576.60,20.6,,
,00:06:04,149,15.8,03:48,93,75,,1581.00,20.6,,
,00:06:05,149,15.8,03:48,92,76,,1585.40,20.7,,
,00:06:06,149,15.8,03:48,93,76,,1589.70,20.6,,
,00:06:07,149,15.8,03:48,93,76,,1594.00,20.6,,
,00:06:08,149,15.8,03:48,93,76,,1598.40,20.6,,
,00:06:09,149,15.8,03:48,93,76,,1602.70,20.6,,
,00:06:10,149,15.8,03:48,93,76,,1607.10,20.6,,
,00:06:11,149,15.8,03:48,93,76,,1611.30,20.5,,
,00:06:12,149,15.8,03:48,93,76,,1615.50,20.5,,
,00:06:13,149,15.8,03:48,93,76,,1619.70,20.5,,
,00:06:14,148,15.8,03:48,93,76,,1624.30,20.6,,
,00:06:15,149,15.8,03:48,93,76,,1628.70,20.6,,
,00:06:16,149,15.8,03:48,93,76,,1633.00,20.5,,
,00:06:17,148,15.8,03:48,93,76,,1637.40,20.5,,
,00:06:18,148,15.8,03:48,93,76,,1641.80,20.3,,
,00:06:19,148,15.8,03:48,93,76,,1646.30,20.5,,
,00:06:20,147,15.8,03:48,92,76,,1650.90,20.6,,
,00:06:21,147,15.8,03:48,93,76,,1655.40,20.5,,
,00:06:22,147,15.8,03:48,93,76,,1660.00,20.5,,
,00:06:23,147,15.8,03:48,93,76,,1664.40,20.5,,
,00:06:24,147,15.8,03:48,93,76,,1668.70,20.6,,
,00:06:25,147,15.8,03:48,93,76,,1673.10,20.5,,
,00:06:26,148,15.8,03:48,93,76,,1677.50,20.5,,
,00:06:27,148,15.8,03:48,91,76,,1681.90,20.5,,
,00:06:28,148,15.8,03:48,93,76,,1686.40,20.5,,
,00:06:29,148,15.8,03:48,92,76,,1690.60,20.4,,
,00:06:30,148,15.8,03:48,93,76,,1694.90,20.5,,
,00:06:31,148,15.8,03:48,93,76,,1699.30,20.4,,
,00:06:32,148,15.8,03:48,93,76,,1703.50,20.4,,
,00:06:33,148,15.8,03:48,93,76,,1707.80,20.4,,
,00:06:34,149,15.7,03:49,93,76,,1712.00,20.4,,
,00:06:35,149,15.7,03:49,93,76,,1716.10,20.4,,
,00:06:36,149,15.7,03:49,93,76,,1720.20,20.4,,
,00:06:37,149,15.7,03:49,93,76,,1724.50,20.5,,
,00:06:38,149,15.7,03:49,93,76,,1728.80,20.4,,
,00:06:39,149,15.7,03:49,93,76,,1733.10,20.4,,
,00:06:40,148,15.7,03:49,93,76,,1737.30,20.4,,
,00:06:41,149,15.7,03:49,93,76,,1741.80,20.4,,
,00:06:42,149,15.6,03:51,93,76,,1746.00,20.4,,
,00:06:43,149,15.6,03:51,93,76,,1750.10,20.4,,
,00:06:44,149,15.5,03:52,93,76,,1754.10,20.4,,
,00:06:45,149,15.4,03:54,93,76,,1758.10,20.3,,
,00:06:46,149,15.3,03:55,93,76,,1761.80,20.3,,
,00:06:47,149,15.3,03:55,93,76,,1765.40,20.4,,
,00:06:48,149,15.2,03:57,93,76,,1769.20,20.4,,
,00:06:49,149,15.2,03:57,92,76,,1773.10,20.4,,
,00:06:50,149,15.1,03:58,92,76,,1776.80,20.4,,
,00:06:51,149,15.1,03:58,91,76,,1780.60,20.3,,
